,city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm
359,sj,1997,13,1997-03-26,0.11245,0.107,0.2076143,0.2154,0.0,297.7214286,297.9214286,292.7585714,300.6,295.7,7.0,74.11857143,0.0,14.22714286,3.442857143,25.31428571,8.071428571,31.1,20.6,1.5
360,sj,1997,14,1997-04-02,,0.123,0.1983167,0.1916833,0.0,297.6928571,297.8571429,292.7757143,299.9,295.5,5.9,74.20571429,0.0,14.23142857,2.685714286,25.08571429,7.457142857,29.4,20.6,2.9
361,sj,1997,15,1997-04-09,0.0602,0.069825,0.2164286,0.2027714,6.65,296.5957143,296.6357143,291.8428571,300.7,294.3,18.73,74.85,6.65,13.49285714,2.385714286,25.35714286,5.614285714,31.1,21.7,0.6
362,sj,1997,16,1997-04-16,0.033075,0.05155,0.2085429,0.2354857,0.0,297.1785714,297.4642857,291.6742857,299.6,295.1,7.5,71.55857143,0.0,13.35,2.785714286,25.9,7.928571429,31.7,20.0,0.8
363,sj,1997,17,1997-04-23,0.0388,0.023,0.2024429,0.2222571,0.0,298.8214286,299.05,294.0985714,301.7,296.7,16.2,75.41714286,0.0,15.50142857,3.842857143,27.67142857,9.614285714,34.4,21.1,0.0
364,sj,1997,18,1997-04-30,-0.0035,0.007333333,0.1991,0.1928833,5.73,299.2042857,299.3857143,294.82,301.7,296.7,4.0,76.95285714,5.73,16.17,3.457142857,27.77142857,8.271428571,33.9,22.8,0.5
365,sj,1997,19,1997-05-07,-0.0597,0.0331,0.1650857,0.1324571,0.0,299.35,299.5071429,294.7271429,301.1,297.8,1.5,75.87857143,0.0,16.07857143,2.7,27.92857143,8.428571429,33.9,23.3,0.3
366,sj,1997,20,1997-05-14,0.1019,0.0747,0.1175167,0.1297857,33.03,298.85,298.9857143,294.7985714,301.4,297.1,27.3,78.53714286,33.03,16.14428571,2.542857143,27.57142857,8.671428571,32.8,22.2,12.6
367,sj,1997,21,1997-05-21,0.0798,0.1065333,0.1590333,0.09873333,0.0,299.2414286,299.3857143,294.6614286,301.1,297.8,10.1,75.98285714,0.0,15.99714286,2.428571429,27.58571429,7.085714286,32.2,23.9,12.9
368,sj,1997,22,1997-05-28,0.0235,0.05535,0.2090857,0.1450571,64.1,299.2814286,299.4357143,295.2628571,301.4,297.7,10.5,78.71142857,64.1,16.66,2.671428571,27.31428571,7.028571429,31.7,22.8,30.5
369,sj,1997,23,1997-06-04,0.0557,0.08895,0.1841571,0.1623571,118.35,298.9957143,299.0428571,295.9785714,300.6,297.9,41.7,83.48571429,118.35,17.36857143,1.971428571,27.27142857,7.071428571,32.8,22.2,31.3
370,sj,1997,24,1997-06-11,0.1197,0.0904,0.1477167,0.1914143,0.0,300.0014286,300.2642857,296.1742857,302.3,298.2,9.9,79.74571429,0.0,17.62,2.871428571,28.6,7.0,32.8,23.9,0.3
371,sj,1997,25,1997-06-18,0.0108,0.05426667,0.1710429,0.2157,2.43,300.3671429,300.6,296.4114286,302.6,298.0,7.8,79.36428571,2.43,17.84714286,2.914285714,29.01428571,7.514285714,33.9,23.9,0.5
372,sj,1997,26,1997-06-25,0.0749,0.07762,0.1302143,0.1368,34.69,300.0442857,300.0928571,296.3228571,302.0,298.4,23.4,80.24571429,34.69,17.73285714,2.185714286,28.65714286,6.685714286,32.8,23.9,18.6
373,sj,1997,27,1997-07-02,0.1012,0.09026667,0.1940286,0.1983714,38.84,300.2957143,300.5142857,296.2385714,302.3,298.3,24.3,78.63857143,38.84,17.63571429,2.914285714,28.41428571,6.428571429,32.2,24.4,4.1
374,sj,1997,28,1997-07-09,0.0883,0.07483333,0.1354571,0.1118571,5.87,300.4885714,300.6428571,296.4157143,302.3,299.0,21.3,78.62,5.87,17.84571429,2.428571429,29.01428571,7.542857143,33.9,23.9,8.7
375,sj,1997,29,1997-07-16,-0.0562,0.0112,0.1573143,0.1659714,24.42,300.0942857,300.1714286,296.5114286,302.2,298.1,35.4,80.91714286,24.42,17.94857143,2.542857143,28.61428571,6.742857143,32.8,24.4,40.9
376,sj,1997,30,1997-07-23,-0.1562,,0.1646429,0.1496857,41.34,299.9585714,299.9428571,296.6028571,302.7,298.2,73.74,82.13285714,41.34,18.04571429,1.771428571,27.9,6.285714286,31.7,23.3,51.2
377,sj,1997,31,1997-07-30,0.1393,0.07825,0.2511714,0.1919429,29.9,300.1171429,300.2142857,296.2157143,302.4,297.8,33.6,79.45428571,29.9,17.61714286,2.742857143,27.82857143,6.6,31.7,22.8,16.3
378,sj,1997,32,1997-08-06,0.0981,0.0981,0.1404571,0.1142286,19.57,300.2942857,300.4142857,296.7357143,302.5,297.8,28.6,81.10428571,19.57,18.18,2.514285714,28.64285714,5.942857143,32.2,25.0,5.2
379,sj,1997,33,1997-08-13,0.008933333,0.046675,0.1411,0.1585714,57.65,299.84,299.9928571,296.5728571,301.9,298.1,42.79,82.39285714,57.65,17.98857143,2.471428571,28.28571429,6.614285714,32.8,23.9,53.4
380,sj,1997,34,1997-08-20,,0.11135,0.1741857,0.1446,20.35,299.7614286,299.8,296.6585714,301.8,298.2,45.7,83.28,20.35,18.09142857,2.028571429,28.41428571,6.514285714,32.2,24.4,52.3
381,sj,1997,35,1997-08-27,0.06065,0.08936667,0.1869714,0.2091857,94.72,300.2657143,300.3357143,296.7042857,302.5,298.8,35.9,81.14285714,94.72,18.18285714,2.1,27.98571429,6.442857143,32.2,22.8,50.0
382,sj,1997,36,1997-09-03,0.1072,0.1159667,0.2084,0.1735571,8.83,300.1385714,300.1214286,296.8042857,302.0,298.5,35.9,82.22,8.83,18.30857143,2.071428571,28.72857143,6.585714286,32.8,25.0,17.0
383,sj,1997,37,1997-09-10,0.03495,0.0815,0.1973143,0.1827714,11.47,300.5485714,300.7214286,297.4142857,302.6,298.9,46.4,83.16428571,11.47,19.04428571,2.585714286,28.95714286,6.128571429,32.8,24.4,15.8
384,sj,1997,38,1997-09-17,-0.049,0.01545,0.1992286,0.1866286,86.14,300.6828571,300.8071429,297.2471429,303.6,299.0,36.89,81.80857143,86.14,18.82857143,2.585714286,28.9,6.671428571,34.4,25.0,18.1
385,sj,1997,39,1997-09-24,0.12258,0.09823333,0.1432143,0.1434143,13.18,300.42,300.5142857,296.3857143,302.6,298.0,39.6,78.78,13.18,17.82857143,2.4,28.4,6.742857143,32.2,23.9,25.4
386,sj,1997,40,1997-10-01,0.1123,0.1054,0.2000571,0.1438857,46.15,300.1328571,300.2071429,297.2685714,302.6,298.7,39.0,84.43714286,46.15,18.81428571,2.128571429,27.58571429,6.757142857,32.2,21.7,31.2
387,sj,1997,41,1997-10-08,0.0019,0.095825,0.09027143,0.0999,70.29,300.5642857,300.7357143,296.7871429,303.2,298.5,26.0,80.08428571,70.29,18.31,2.642857143,28.5,7.3,33.3,23.3,44.4
388,sj,1997,42,1997-10-15,-0.01515,0.0831,0.2018667,0.2107333,99.33,299.4785714,299.4357143,296.4357143,302.9,297.6,182.0,83.57571429,99.33,17.92714286,1.842857143,27.35714286,6.428571429,31.1,22.8,6.3
389,sj,1997,43,1997-10-22,,0.1966,0.3152429,0.2916429,80.85,299.6085714,299.8428571,296.3042857,302.3,296.4,27.34,82.23428571,80.85,17.81857143,3.342857143,27.7,5.885714286,32.8,23.9,8.7
390,sj,1997,44,1997-10-29,,0.1695,0.2978143,0.2102,0.78,300.3814286,300.55,296.1014286,302.3,298.1,7.27,77.53285714,0.78,17.55142857,2.7,28.38571429,5.814285714,32.8,24.4,0.0
391,sj,1997,45,1997-11-05,0.07745,,0.1989571,0.1767429,2.08,300.0314286,300.0928571,295.6957143,301.9,298.6,9.5,77.30714286,2.08,17.09571429,2.042857143,27.74285714,6.114285714,31.1,23.9,27.1
392,sj,1997,46,1997-11-12,0.0695,0.12345,0.1481429,0.1022714,18.83,299.6871429,299.7928571,295.3457143,302.6,297.9,9.0,77.16285714,18.83,16.76428571,2.242857143,27.34285714,7.4,32.8,22.8,34.6
393,sj,1997,47,1997-11-19,,-0.1026,0.2017857,0.1477857,50.55,299.4914286,299.5285714,296.3128571,301.8,298.0,40.5,82.76571429,50.55,17.73857143,1.8,27.32857143,6.0,31.1,23.9,6.1
394,sj,1997,48,1997-11-26,0.2192,0.1606,0.1749286,0.2117571,4.76,299.62,299.7,296.3371429,301.9,297.9,42.9,82.27,4.76,17.77142857,2.2,27.25714286,5.671428571,30.6,23.9,81.8
395,sj,1997,49,1997-12-03,0.0568,0.0661,0.3493143,0.3120714,3.01,299.4557143,299.5071429,295.5757143,301.3,298.2,14.7,79.39571429,3.01,17.00142857,1.871428571,26.67142857,6.614285714,31.7,23.3,39.9
396,sj,1997,50,1997-12-10,,-0.0448,0.2314143,0.2354714,0.0,300.1328571,300.35,295.1528571,302.0,298.8,0.3,74.28142857,0.0,16.53,2.671428571,26.75714286,8.257142857,32.2,21.7,0.0
397,sj,1997,51,1997-12-17,,0.0001,0.2579571,0.2339,0.0,299.6385714,299.6642857,294.7957143,301.6,298.1,3.9,74.79571429,0.0,16.14571429,2.471428571,26.57142857,7.3,32.2,22.2,1.5
398,sj,1997,52,1997-12-24,0.0663,0.075925,0.2132111,0.2257889,22.52,299.2142857,299.2857143,295.3514286,301.7,297.6,16.3,79.47,22.52,16.70428571,2.571428571,26.71428571,7.571428571,31.7,22.2,17.3
399,sj,1998,1,1998-01-01,0.0455,0.0478,0.1239857,0.08344286,,,,,,,,,,,,,,,,
400,sj,1998,2,1998-01-08,0.05076667,0.0341,0.2233714,0.1341571,10.59,298.8271429,298.9928571,295.03,300.7,297.2,44.4,79.63142857,10.59,16.36285714,2.157142857,26.35714286,6.142857143,31.7,22.8,33.3
401,sj,1998,3,1998-01-15,-0.01615,-0.008225,0.2047143,0.1985714,106.97,297.6128571,297.6857143,294.8528571,300.2,296.4,53.2,84.69428571,106.97,16.20857143,1.885714286,24.88571429,5.857142857,29.4,20.6,152.4
402,sj,1998,4,1998-01-22,0.1797,0.03345,0.2514571,0.1921,0.0,298.6114286,298.8,294.51,300.6,296.8,8.4,78.18285714,0.0,15.88142857,2.4,25.61428571,6.485714286,29.4,21.1,4.8
403,sj,1998,5,1998-01-29,0.13155,0.045825,0.1461143,0.1313571,7.72,298.6942857,298.8571429,294.19,300.6,297.0,16.3,76.26142857,7.72,15.56142857,2.342857143,26.54285714,7.257142857,31.1,22.2,1.3
404,sj,1998,6,1998-02-05,-0.0479,-0.0525,0.1274857,0.09734286,0.0,298.5785714,298.8071429,293.9714286,301.3,296.6,8.6,75.77714286,0.0,15.36142857,3.271428571,26.58571429,8.114285714,31.7,21.1,0.0
405,sj,1998,7,1998-02-12,0.11825,0.0559,0.1819,0.1763143,142.6,299.0585714,299.25,295.6285714,302.2,296.7,18.5,81.61285714,142.6,17.08857143,2.957142857,27.25714286,6.9,32.2,22.8,79.2
406,sj,1998,8,1998-02-19,,0.0754,0.2395714,0.2387,0.0,297.59,297.8357143,291.9014286,300.2,296.2,3.1,70.70142857,0.0,13.51285714,2.242857143,24.41428571,6.085714286,28.9,20.0,8.7
407,sj,1998,9,1998-02-26,0.1545,0.0849,0.24338,0.1549833,0.0,298.8928571,299.1285714,294.1142857,300.6,297.8,1.1,75.01571429,0.0,15.47714286,2.285714286,26.27142857,7.942857143,31.1,21.1,6.4
408,sj,1998,10,1998-03-05,0.06366667,0.09633333,0.1728429,0.1622143,0.0,297.6557143,297.7928571,293.5,301.1,295.0,10.3,77.92428571,0.0,14.93571429,2.842857143,25.61428571,7.257142857,32.2,21.1,7.0
409,sj,1998,11,1998-03-12,,0.0797,0.1391714,0.1625286,0.0,298.2785714,298.3857143,294.6971429,301.2,295.7,42.78,80.77857143,0.0,16.08142857,2.228571429,25.81428571,6.9,32.2,21.1,15.1
410,sj,1998,12,1998-03-19,0.0604,0.08823333,0.2129286,0.2124143,0.0,298.1757143,298.3714286,292.9071429,300.4,296.2,0.6,72.64285714,0.0,14.36714286,2.514285714,24.88571429,7.014285714,28.9,20.6,27.7
411,sj,1998,13,1998-03-26,,0.0731,0.1881667,0.1685,0.0,298.5028571,298.6642857,294.0985714,300.7,296.5,21.0,76.67571429,0.0,15.48,2.557142857,26.22857143,6.9,31.1,22.2,16.5
412,sj,1998,14,1998-04-02,0.0672,0.02766667,0.1485333,0.1277429,72.98,298.0442857,298.1928571,294.6285714,301.1,296.5,41.2,81.40571429,72.98,15.99857143,2.528571429,25.71428571,6.2,31.7,21.7,15.5
413,sj,1998,15,1998-04-09,0.048,0.0652,0.09894286,0.1027714,12.01,297.8714286,298.2,294.2157143,300.8,295.6,19.0,80.19,12.01,15.63571429,3.0,26.02857143,6.357142857,31.7,21.7,10.7
414,sj,1998,16,1998-04-16,0.0308,0.076,0.1139714,0.1258571,0.0,298.4728571,298.5785714,294.97,300.7,296.5,23.9,81.14571429,0.0,16.40285714,2.157142857,26.92857143,6.114285714,33.9,22.2,7.9
415,sj,1998,17,1998-04-23,0.0671,0.09136667,0.1444857,0.1479571,22.22,297.7357143,297.7928571,293.5428571,299.8,296.2,24.3,77.71285714,22.22,15.01428571,2.157142857,25.6,5.857142857,29.4,21.7,73.4
416,sj,1998,18,1998-04-30,0.1063,0.0461,0.2191857,0.2073286,71.64,299.5657143,299.8357143,295.8342857,301.5,298.2,11.7,80.07285714,71.64,17.23142857,2.357142857,26.87142857,6.9,31.1,22.8,16.3
417,sj,1998,19,1998-05-07,,0.09693333,0.1582429,0.1198143,0.0,299.1328571,299.2928571,294.8271429,301.3,297.7,17.6,77.33142857,0.0,16.22142857,2.185714286,26.78571429,6.2,31.1,22.2,6.9
418,sj,1998,20,1998-05-14,,0.04255,0.1317833,0.1003,55.76,299.2,299.4,295.11,302.9,296.6,10.3,78.40142857,55.76,16.50285714,3.628571429,27.14285714,7.014285714,33.9,22.2,7.1
419,sj,1998,21,1998-05-21,-0.003,0.033625,0.1648667,0.1742,56.4,300.0242857,300.0857143,297.0628571,302.9,297.8,53.7,84.07142857,56.4,18.61428571,2.828571429,27.91428571,6.971428571,34.4,23.3,59.1
420,sj,1998,22,1998-05-28,0.0484,0.0372,0.1550833,0.1645167,15.86,299.8428571,299.9357143,297.02,302.3,298.4,59.4,84.63571429,15.86,18.51142857,2.185714286,27.97142857,5.657142857,31.1,24.4,13.8
421,sj,1998,23,1998-06-04,-0.0427,0.07076667,0.1536,0.1221429,8.19,299.6185714,299.8071429,296.3514286,301.4,298.1,35.8,82.46,8.19,17.76571429,2.328571429,27.85714286,6.2,32.2,23.9,10.5
422,sj,1998,24,1998-06-11,0.12125,0.12125,0.2368143,0.2751714,86.21,300.7571429,300.8428571,297.4514286,302.7,299.2,20.7,82.30571429,86.21,18.99142857,2.428571429,28.42857143,6.985714286,32.8,23.9,38.6
423,sj,1998,25,1998-06-18,0.0725,0.0509,0.2078286,0.1756286,49.52,300.5171429,300.5642857,296.4357143,303.0,298.9,15.4,78.53,49.52,17.85428571,2.385714286,28.1,6.528571429,32.8,23.9,23.4
424,sj,1998,26,1998-06-25,0.03745,0.0167,0.1447,0.1523571,72.08,299.9442857,299.95,296.9957143,302.3,298.3,71.33,84.02571429,72.08,18.47,2.357142857,28.21428571,6.742857143,32.2,23.9,20.6
425,sj,1998,27,1998-07-02,0.0715,0.096075,0.1718429,0.1558857,20.06,300.5957143,300.7214286,296.8471429,302.7,299.0,33.31,80.08571429,20.06,18.27857143,2.3,28.61428571,5.857142857,32.2,25.0,0.0
426,sj,1998,28,1998-07-09,-0.03095,0.0628,0.1886286,0.1695286,54.05,300.4528571,300.4357143,296.9242857,302.9,298.5,45.31,81.29,54.05,18.39142857,2.3,28.38571429,6.742857143,32.8,22.8,11.7
427,sj,1998,29,1998-07-16,0.0289,0.04713333,0.08254286,0.06893333,10.42,300.3371429,300.4571429,296.2885714,302.8,298.1,30.86,78.99,10.42,17.71571429,2.714285714,28.38571429,7.071428571,33.3,23.9,62.5
428,sj,1998,30,1998-07-23,0.0554,0.1065,0.1776429,0.1602571,68.74,299.8228571,299.8857143,296.5028571,302.2,298.1,93.68,82.21285714,68.74,17.94571429,1.885714286,27.55714286,6.685714286,31.7,23.9,81.9
429,sj,1998,31,1998-07-30,0.14065,0.127,0.26975,0.2465286,16.03,300.0614286,300.0357143,297.0385714,302.0,298.5,107.87,83.74285714,16.03,18.54714286,2.042857143,28.27142857,5.728571429,31.7,23.9,20.5
430,sj,1998,32,1998-08-06,0.02866667,0.057625,0.1758571,0.1526857,25.79,300.6628571,300.8857143,297.1271429,303.2,298.6,27.7,81.21714286,25.79,18.63142857,2.914285714,28.45714286,6.185714286,32.2,24.4,6.2
431,sj,1998,33,1998-08-13,0.05346667,0.0935,0.1854333,0.1739,38.44,300.6685714,300.6214286,297.4571429,303.1,298.9,55.9,82.8,38.44,19.01571429,2.271428571,29.07142857,6.342857143,32.8,24.4,3.8
432,sj,1998,34,1998-08-20,0.1072,0.0567,0.1809667,0.1720333,24.34,300.3671429,300.35,297.4671429,303.0,298.9,63.2,84.20285714,24.34,19.01,1.728571429,29.21428571,6.414285714,32.8,25.0,20.4
433,sj,1998,35,1998-08-27,0.0307,0.07575,0.1548167,0.1902571,96.58,300.4685714,300.5785714,297.4014286,303.1,298.7,98.3,83.45,96.58,19.02714286,2.671428571,28.04285714,6.828571429,33.9,23.3,146.4
434,sj,1998,36,1998-09-03,0.0388,0.05403333,0.1585429,0.1456429,47.74,300.6871429,300.7071429,297.3285714,303.4,298.4,52.5,82.19285714,47.74,18.90857143,2.9,28.75714286,7.128571429,33.9,22.8,27.4
435,sj,1998,37,1998-09-10,0.07465,0.05796667,0.1518857,0.122,72.73,300.1471429,300.2,297.16,302.0,298.7,73.6,84.00285714,72.73,18.72428571,2.028571429,28.32857143,6.842857143,32.2,24.4,61.3
436,sj,1998,38,1998-09-17,,0.0401,0.1554833,0.14148,35.03,300.5871429,300.6071429,297.2757143,303.0,298.8,33.83,82.33285714,35.03,18.84714286,2.185714286,28.72857143,6.985714286,34.4,24.4,39.7
437,sj,1998,39,1998-09-24,0.05085,0.04685,0.2315857,0.2066857,82.87,300.13,300.1857143,297.06,302.1,298.8,55.8,83.33142857,82.87,18.58142857,1.857142857,27.77142857,6.228571429,32.2,24.4,123.6
438,sj,1998,40,1998-10-01,-0.0022,0.0382,0.1618857,0.1683143,223.61,300.5971429,300.7571429,296.5385714,302.9,298.5,124.4,78.78285714,223.61,18.06142857,2.8,27.91428571,6.285714286,32.8,23.9,24.7
439,sj,1998,41,1998-10-08,,-0.019,0.1630571,0.1492,33.26,300.7128571,300.7428571,296.9214286,302.9,298.9,28.3,79.99857143,33.26,18.41857143,2.342857143,28.25714286,5.5,31.7,24.4,25.0
440,sj,1998,42,1998-10-15,,0.08155,0.1864143,0.1386857,25.94,300.7957143,300.8571429,296.6128571,302.9,299.3,18.5,78.09857143,25.94,18.09142857,2.685714286,27.75714286,6.314285714,31.7,23.3,15.5
441,sj,1998,43,1998-10-22,0.0213,0.085,0.1969667,0.1962,32.09,300.2471429,300.2357143,296.9,301.9,298.8,36.5,82.03857143,32.09,18.41,2.128571429,28.15714286,6.928571429,33.9,23.9,26.7
442,sj,1998,44,1998-10-29,-0.0359,-0.0726,0.1117286,0.09242857,182.46,299.8485714,299.9857143,296.8671429,302.1,297.7,92.4,83.86571429,182.46,18.37571429,2.085714286,27.71428571,6.128571429,32.8,23.3,54.6
443,sj,1998,45,1998-11-05,,-0.00225,0.2212286,0.1698,121.65,299.6528571,299.6928571,296.9428571,301.7,298.5,89.5,85.12,121.65,18.48428571,1.785714286,27.42857143,6.457142857,31.1,23.3,81.5
444,sj,1998,46,1998-11-12,0.003866667,-0.05725,0.1859167,0.09834286,18.07,300.0028571,300.05,296.42,302.4,297.9,36.1,80.91428571,18.07,17.86857143,2.071428571,27.78571429,6.671428571,32.8,23.3,8.7
445,sj,1998,47,1998-11-19,,,0.2537429,0.2166143,110.03,298.6757143,298.6571429,296.1828571,300.3,297.3,143.4,86.21428571,110.03,17.62714286,1.485714286,26.72857143,6.214285714,30.6,23.3,71.3
446,sj,1998,48,1998-11-26,0.0501,0.06575,0.1662429,0.1467571,0.0,299.2328571,299.3214286,295.4928571,301.4,297.4,57.1,80.02142857,0.0,16.86714286,2.014285714,26.55714286,5.685714286,30.0,22.8,29.8
447,sj,1998,49,1998-12-03,0.05675,0.06565,0.06918571,0.05278571,22.35,298.3014286,298.2571429,295.1728571,300.4,296.5,115.77,83.02428571,22.35,16.58714286,1.885714286,25.64285714,5.942857143,29.4,22.2,48.2
448,sj,1998,50,1998-12-10,0.0619,0.002633333,0.2133,0.1730143,152.94,298.0942857,298.15,295.54,299.8,297.1,158.72,85.91142857,152.94,16.96571429,1.357142857,25.81428571,5.014285714,28.9,22.8,97.6
449,sj,1998,51,1998-12-17,-0.08216667,-0.091675,0.2399,0.1700571,16.76,299.0428571,299.1,295.0328571,300.9,297.6,10.2,78.66857143,16.76,16.40857143,1.971428571,26.07142857,5.542857143,31.1,22.8,18.9
450,sj,1998,52,1998-12-24,0.06056667,-0.13095,0.15715,0.0981875,0.0,299.2828571,299.4357143,295.2157143,301.4,298.0,12.8,78.41857143,0.0,16.56428571,2.128571429,25.92857143,6.042857143,30.0,22.2,29.7
451,sj,1999,53,1999-01-01,,,,,,,,,,,,,,,,,,,,
452,sj,1999,1,1999-01-08,,-0.0876,0.1887,0.1634167,45.39,298.7,298.8142857,295.0971429,300.7,297.3,17.72,80.59714286,45.39,16.45285714,2.428571429,25.57142857,5.471428571,28.9,22.2,16.2
453,sj,1999,2,1999-01-15,-0.1399,-0.03763333,0.1813833,0.1448429,0.0,298.4828571,298.55,294.12,300.1,297.4,12.6,76.95428571,0.0,15.49285714,1.671428571,25.07142857,5.728571429,28.3,20.0,20.6
454,sj,1999,3,1999-01-22,-0.0698,-0.03795,0.1808,0.1158429,47.16,297.8614286,297.9714286,294.4085714,300.0,296.1,20.62,81.31,47.16,15.76857143,2.2,24.98571429,6.885714286,30.0,21.1,27.2
455,sj,1999,4,1999-01-29,0.0535,-0.10875,0.1818429,0.1406143,0.0,297.4428571,297.5714286,293.7014286,299.1,295.8,40.75,79.67142857,0.0,15.07285714,1.771428571,24.88571429,6.414285714,28.3,21.1,8.6
456,sj,1999,5,1999-02-05,,0.05145,0.2175,0.1739286,0.0,296.7728571,296.7571429,290.9557143,299.3,294.5,14.9,70.19857143,0.0,12.74142857,2.0,24.17142857,5.642857143,27.8,19.4,18.0
457,sj,1999,6,1999-02-12,0.0669,,0.2283286,0.2092,0.0,296.6685714,296.7857143,290.5528571,298.9,295.3,4.7,68.64142857,0.0,12.36571429,1.914285714,23.4,7.385714286,27.8,17.8,2.9
458,sj,1999,7,1999-02-19,0.0263,0.0364,0.1718571,0.1876,18.66,297.2185714,297.4428571,292.73,299.4,295.5,18.64,76.24571429,18.66,14.22571429,2.571428571,24.32857143,7.514285714,29.4,19.4,24.8
459,sj,1999,8,1999-02-26,0.12905,0.086,0.1234714,0.1325,23.9,295.9385714,296.1142857,290.6342857,299.7,293.7,8.7,72.25142857,23.9,12.49285714,2.714285714,24.04285714,6.9,28.9,18.9,0.0
460,sj,1999,9,1999-03-05,-0.0509,0.03793333,0.1977167,0.1614667,0.0,297.5428571,297.6785714,293.3114286,299.7,295.3,8.3,77.42714286,0.0,14.73,2.785714286,25.0,7.428571429,29.4,20.6,40.1
461,sj,1999,10,1999-03-12,-0.071225,0.043425,0.1611167,0.2284286,0.0,297.8828571,298.0714286,292.4214286,299.7,296.0,0.4,71.69142857,0.0,13.93571429,2.485714286,24.95714286,7.514285714,29.4,20.6,0.0
462,sj,1999,11,1999-03-19,-0.10475,0.0402,0.2573714,0.2754429,5.5,297.5428571,297.8,292.7642857,300.0,295.8,5.5,74.80428571,5.5,14.24428571,3.0,24.88571429,7.342857143,31.1,20.6,8.4
463,sj,1999,12,1999-03-26,0.135,0.03233333,0.1988,0.1830571,5.24,298.2228571,298.45,293.23,300.5,296.3,3.1,73.94,5.24,14.67142857,2.842857143,25.67142857,7.671428571,30.6,21.1,0.0
464,sj,1999,13,1999-04-02,0.0541,-0.0981,0.1572667,0.1370571,15.91,298.3085714,298.4142857,294.3771429,300.4,296.1,8.9,78.91,15.91,15.73285714,2.314285714,25.74285714,6.9,30.6,21.7,7.9
465,sj,1999,14,1999-04-09,,0.00075,0.2009429,0.2108429,18.76,297.9757143,298.0928571,293.2728571,300.1,295.7,16.2,75.38857143,18.76,14.74571429,2.585714286,25.61428571,6.028571429,29.4,21.1,30.8
466,sj,1999,15,1999-04-16,0.0341,0.0351,0.1027857,0.09751429,75.59,297.4814286,297.6428571,292.4057143,301.0,295.2,12.76,73.64142857,75.59,13.97428571,3.6,25.38571429,6.671428571,30.0,21.1,19.8
467,sj,1999,16,1999-04-23,0.0869,0.03965,0.1907857,0.1153857,0.0,299.2542857,299.4571429,294.5242857,301.4,296.7,2.0,75.39,0.0,15.86857143,3.2,26.91428571,7.485714286,32.2,22.8,9.2
468,sj,1999,17,1999-04-30,0.07295,0.02765,0.1945833,0.1375,10.2,299.0357143,299.15,294.2014286,301.0,297.2,5.35,74.79857143,10.2,15.56142857,2.728571429,26.68571429,7.385714286,31.7,22.2,4.1
469,sj,1999,18,1999-05-07,0.064,0.04806667,0.1721429,0.1899429,88.2,299.4314286,299.5,295.4157143,301.8,298.0,13.3,78.68285714,88.2,16.79571429,2.085714286,28.22857143,9.214285714,33.9,22.2,0.5
470,sj,1999,19,1999-05-14,,0.0578,0.0804,0.08112,46.5,299.0985714,299.1214286,294.5728571,301.0,297.2,14.28,76.30857143,46.5,15.96714286,2.585714286,26.95714286,7.628571429,32.8,21.7,73.1
471,sj,1999,20,1999-05-21,,0.09066667,0.1944714,0.1691571,33.82,299.7757143,299.9357143,295.2685714,302.6,297.0,22.1,76.59857143,33.82,16.65142857,3.185714286,27.82857143,7.328571429,33.3,23.3,14.3
472,sj,1999,21,1999-05-28,,0.0738,0.1826429,0.1713286,15.26,300.0528571,300.1642857,296.2142857,302.4,298.6,18.64,79.71714286,15.26,17.63857143,2.214285714,28.38571429,6.742857143,33.3,24.4,8.2
473,sj,1999,22,1999-06-04,0.04023333,-0.0127,0.1208833,0.09056667,2.16,300.5871429,300.6714286,296.2357143,302.7,298.4,6.6,77.37142857,2.16,17.64428571,3.257142857,28.41428571,6.571428571,33.3,23.9,5.9
474,sj,1999,23,1999-06-11,0.0499,0.0499,0.07223333,0.08013333,100.35,300.0257143,299.9785714,296.43,302.0,298.3,24.8,80.75428571,100.35,17.85428571,2.5,27.91428571,7.557142857,33.9,22.8,56.8
475,sj,1999,24,1999-06-18,,0.06756667,0.1184833,0.09545,115.14,300.3514286,300.3785714,296.54,302.3,298.7,30.1,79.75,115.14,17.98285714,2.385714286,27.7,6.842857143,31.7,23.9,17.6
476,sj,1999,25,1999-06-25,,0.01375,0.0755,0.13685,96.93,299.3671429,299.3142857,296.4157143,301.6,297.9,81.61,83.96142857,96.93,17.84428571,1.942857143,27.21428571,5.885714286,31.1,22.8,60.6
477,sj,1999,26,1999-07-02,,0.063,0.1645714,0.1307143,17.32,300.1485714,300.2571429,296.6228571,302.4,298.3,25.74,81.25,17.32,18.05142857,2.342857143,28.44285714,5.328571429,31.7,25.0,5.4
